# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Recording (a.u.)"
3.102083333E-2,1.614379883E-2
3.104166667E-2,1.449584961E-2
3.106250000E-2,1.547241211E-2
3.108333333E-2,1.296997070E-2
3.110416667E-2,1.245117188E-2
3.112500000E-2,1.153564453E-2
3.114583333E-2,1.162719727E-2
3.116666667E-2,1.049804688E-2
3.118750000E-2,1.043701172E-2
3.120833333E-2,9.429931641E-3
3.122916667E-2,7.690429688E-3
3.125000000E-2,7.598876953E-3
3.127083333E-2,5.371093750E-3
3.129166667E-2,4.577636719E-3
3.131250000E-2,1.190185547E-3
3.133333333E-2,1.220703125E-3
3.135416667E-2,3.662109375E-4
3.137500000E-2,-1.220703125E-4
3.139583333E-2,2.197265625E-3
3.141666667E-2,2.166748047E-3
3.143750000E-2,1.861572266E-3
3.145833333E-2,2.532958984E-3
3.147916667E-2,2.838134766E-3
3.150000000E-2,2.563476562E-3
3.152083333E-2,5.187988281E-3
3.154166667E-2,6.134033203E-3
3.156250000E-2,7.568359375E-3
3.158333333E-2,7.324218750E-3
3.160416667E-2,7.141113281E-3
3.162500000E-2,6.072998047E-3
3.164583333E-2,5.126953125E-3
3.166666667E-2,4.272460938E-3
3.168750000E-2,2.868652344E-3
3.170833333E-2,3.082275391E-3
3.172916667E-2,2.441406250E-3
3.175000000E-2,2.288818359E-3
3.177083333E-2,5.371093750E-3
3.179166667E-2,7.354736328E-3
3.181250000E-2,1.019287109E-2
3.183333333E-2,1.248168945E-2
3.185416667E-2,1.287841797E-2
3.187500000E-2,1.248168945E-2
3.189583333E-2,1.330566406E-2
3.191666667E-2,1.177978516E-2
3.193750000E-2,1.119995117E-2
3.195833333E-2,1.055908203E-2
3.197916667E-2,8.758544922E-3
3.200000000E-2,7.293701172E-3
3.202083333E-2,4.425048828E-3
3.204166667E-2,2.014160156E-3
3.206250000E-2,-2.807617188E-3
3.208333333E-2,-4.119873047E-3
3.210416667E-2,-7.232666016E-3
3.212500000E-2,-8.850097656E-3
3.214583333E-2,-1.055908203E-2
3.216666667E-2,-1.339721680E-2
3.218750000E-2,-1.483154297E-2
3.220833333E-2,-1.736450195E-2
3.222916667E-2,-1.779174805E-2
3.225000000E-2,-2.084350586E-2
3.227083333E-2,-2.221679688E-2
3.229166667E-2,-2.368164062E-2
3.231250000E-2,-2.328491211E-2
3.233333333E-2,-2.175903320E-2
3.235416667E-2,-2.041625977E-2
3.237500000E-2,-1.785278320E-2
3.239583333E-2,-1.824951172E-2
3.241666667E-2,-1.791381836E-2
3.243750000E-2,-2.239990234E-2
3.245833333E-2,-2.462768555E-2
3.247916667E-2,-2.859497070E-2
3.250000000E-2,-2.944946289E-2
3.252083333E-2,-3.125000000E-2
3.254166667E-2,-2.984619141E-2
3.256250000E-2,-2.969360352E-2
3.258333333E-2,-2.752685547E-2
3.260416667E-2,-2.636718750E-2
3.262500000E-2,-2.551269531E-2
3.264583333E-2,-2.719116211E-2
3.266666667E-2,-2.722167969E-2
3.268750000E-2,-3.005981445E-2
3.270833333E-2,-3.198242188E-2
3.272916667E-2,-3.118896484E-2
3.275000000E-2,-3.369140625E-2
3.277083333E-2,-3.027343750E-2
3.279166667E-2,-3.060913086E-2
3.281250000E-2,-2.954101562E-2
3.283333333E-2,-2.984619141E-2
3.285416667E-2,-2.920532227E-2
3.287500000E-2,-2.944946289E-2
3.289583333E-2,-2.911376953E-2
3.291666667E-2,-2.651977539E-2
3.293750000E-2,-2.642822266E-2
3.295833333E-2,-2.291870117E-2
3.297916667E-2,-2.230834961E-2
3.300000000E-2,-1.910400391E-2
3.302083333E-2,-1.940917969E-2
3.304166667E-2,-1.818847656E-2
3.306250000E-2,-1.889038086E-2
3.308333333E-2,-1.953125000E-2
3.310416667E-2,-1.971435547E-2
3.312500000E-2,-2.139282227E-2
3.314583333E-2,-2.105712891E-2
3.316666667E-2,-2.069091797E-2
3.318750000E-2,-2.090454102E-2
3.320833333E-2,-1.980590820E-2
3.322916667E-2,-2.102661133E-2
3.325000000E-2,-1.885986328E-2
3.327083333E-2,-1.876831055E-2
3.329166667E-2,-1.773071289E-2
3.331250000E-2,-1.669311523E-2
3.333333333E-2,-1.675415039E-2
3.335416667E-2,-1.458740234E-2
3.337500000E-2,-1.519775391E-2
3.339583333E-2,-1.315307617E-2
3.341666667E-2,-1.541137695E-2
3.343750000E-2,-1.428222656E-2
3.345833333E-2,-1.531982422E-2
3.347916667E-2,-1.571655273E-2
3.350000000E-2,-1.553344727E-2
3.352083333E-2,-1.739501953E-2
3.354166667E-2,-1.507568359E-2
3.356250000E-2,-1.571655273E-2
3.358333333E-2,-1.397705078E-2
3.360416667E-2,-1.443481445E-2
3.362500000E-2,-1.596069336E-2
3.364583333E-2,-1.483154297E-2
3.366666667E-2,-1.690673828E-2
3.368750000E-2,-1.336669922E-2
3.370833333E-2,-1.483154297E-2
3.372916667E-2,-1.028442383E-2
3.375000000E-2,-1.016235352E-2
3.377083333E-2,-6.469726562E-3
3.379166667E-2,-7.019042969E-3
3.381250000E-2,-6.042480469E-3
3.383333333E-2,-6.652832031E-3
3.385416667E-2,-7.568359375E-3
3.387500000E-2,-6.591796875E-3
3.389583333E-2,-8.453369141E-3
3.391666667E-2,-8.117675781E-3
3.393750000E-2,-7.690429688E-3
3.395833333E-2,-6.195068359E-3
3.397916667E-2,-4.211425781E-3
3.400000000E-2,-4.119873047E-3
3.402083333E-2,-2.441406250E-3
3.404166667E-2,-3.356933594E-3
3.406250000E-2,-2.014160156E-3
3.408333333E-2,-2.227783203E-3
3.410416667E-2,-1.983642578E-3
3.412500000E-2,-3.417968750E-3
3.414583333E-2,-4.058837891E-3
3.416666667E-2,-4.577636719E-3
3.418750000E-2,-3.997802734E-3
3.420833333E-2,-4.394531250E-3
3.422916667E-2,-2.349853516E-3
3.425000000E-2,-8.850097656E-4
3.427083333E-2,3.051757812E-5
3.429166667E-2,8.239746094E-4
3.431250000E-2,1.403808594E-3
3.433333333E-2,-9.155273438E-5
3.435416667E-2,1.007080078E-3
3.437500000E-2,9.765625000E-4
3.439583333E-2,1.831054688E-3
3.441666667E-2,3.631591797E-3
3.443750000E-2,4.577636719E-3
3.445833333E-2,5.157470703E-3
3.447916667E-2,6.530761719E-3
3.450000000E-2,8.789062500E-3
3.452083333E-2,1.058959961E-2
3.454166667E-2,1.492309570E-2
3.456250000E-2,1.715087891E-2
3.458333333E-2,2.059936523E-2
3.460416667E-2,2.148437500E-2
3.462500000E-2,2.551269531E-2
3.464583333E-2,2.697753906E-2
3.466666667E-2,3.024291992E-2
3.468750000E-2,3.283691406E-2
3.470833333E-2,3.469848633E-2
3.472916667E-2,3.628540039E-2
3.475000000E-2,3.927612305E-2
3.477083333E-2,4.071044922E-2
3.479166667E-2,3.912353516E-2
3.481250000E-2,4.116821289E-2
3.483333333E-2,3.784179688E-2
3.485416667E-2,3.918457031E-2
3.487500000E-2,3.713989258E-2
3.489583333E-2,3.524780273E-2
3.491666667E-2,3.448486328E-2
3.493750000E-2,3.427124023E-2
3.495833333E-2,3.457641602E-2
3.497916667E-2,3.594970703E-2
3.500000000E-2,3.588867188E-2
3.502083333E-2,3.585815430E-2
3.504166667E-2,3.732299805E-2
3.506250000E-2,3.659057617E-2
3.508333333E-2,3.646850586E-2
3.510416667E-2,3.540039062E-2
3.512500000E-2,3.491210938E-2
3.514583333E-2,3.417968750E-2
3.516666667E-2,3.518676758E-2
3.518750000E-2,3.271484375E-2
3.520833333E-2,3.189086914E-2
3.522916667E-2,2.926635742E-2
3.525000000E-2,2.676391602E-2
3.527083333E-2,2.468872070E-2
3.529166667E-2,2.374267578E-2
3.531250000E-2,2.270507812E-2
3.533333333E-2,2.236938477E-2
3.535416667E-2,2.233886719E-2
3.537500000E-2,2.279663086E-2
3.539583333E-2,2.395629883E-2
3.541666667E-2,2.349853516E-2
3.543750000E-2,2.554321289E-2
3.545833333E-2,2.401733398E-2
3.547916667E-2,2.642822266E-2
3.550000000E-2,2.432250977E-2
3.552083333E-2,2.474975586E-2
3.554166667E-2,2.056884766E-2
3.556250000E-2,1.913452148E-2
3.558333333E-2,1.513671875E-2
3.560416667E-2,1.284790039E-2
3.562500000E-2,1.019287109E-2
3.564583333E-2,6.866455078E-3
3.566666667E-2,4.943847656E-3
3.568750000E-2,9.155273438E-4
3.570833333E-2,7.324218750E-4
3.572916667E-2,-3.417968750E-3
3.575000000E-2,-4.211425781E-3
3.577083333E-2,-7.873535156E-3
3.579166667E-2,-8.026123047E-3
3.581250000E-2,-1.101684570E-2
3.583333333E-2,-1.019287109E-2
3.585416667E-2,-1.168823242E-2
3.587500000E-2,-1.174926758E-2
3.589583333E-2,-1.004028320E-2
3.591666667E-2,-1.135253906E-2
3.593750000E-2,-1.077270508E-2
3.595833333E-2,-1.190185547E-2
3.597916667E-2,-1.165771484E-2
3.600000000E-2,-1.284790039E-2
3.602083333E-2,-1.266479492E-2
3.604166667E-2,-1.504516602E-2
3.606250000E-2,-1.480102539E-2
3.608333333E-2,-1.681518555E-2
3.610416667E-2,-1.815795898E-2
3.612500000E-2,-1.831054688E-2
3.614583333E-2,-1.849365234E-2
3.616666667E-2,-1.873779297E-2
3.618750000E-2,-1.651000977E-2
3.620833333E-2,-1.470947266E-2
3.622916667E-2,-1.351928711E-2
3.625000000E-2,-9.399414062E-3
3.627083333E-2,-9.490966797E-3
3.629166667E-2,-6.347656250E-3
3.631250000E-2,-3.295898438E-3
3.633333333E-2,-2.166748047E-3
3.635416667E-2,3.356933594E-4
3.637500000E-2,2.532958984E-3
3.639583333E-2,1.525878906E-3
3.641666667E-2,2.471923828E-3
3.643750000E-2,7.324218750E-4
3.645833333E-2,-1.922607422E-3
3.647916667E-2,-3.265380859E-3
3.650000000E-2,-7.446289062E-3
3.652083333E-2,-9.307861328E-3
3.654166667E-2,-1.116943359E-2
3.656250000E-2,-1.068115234E-2
3.658333333E-2,-8.941650391E-3
3.660416667E-2,-7.324218750E-3
3.662500000E-2,-3.753662109E-3
3.664583333E-2,-1.342773438E-3
3.666666667E-2,3.845214844E-3
3.668750000E-2,7.202148438E-3
3.670833333E-2,1.028442383E-2
3.672916667E-2,1.251220703E-2
3.675000000E-2,1.406860352E-2
3.677083333E-2,1.312255859E-2
3.679166667E-2,1.406860352E-2
3.681250000E-2,1.489257812E-2
3.683333333E-2,1.373291016E-2
3.685416667E-2,1.501464844E-2
3.687500000E-2,1.467895508E-2
3.689583333E-2,1.428222656E-2
3.691666667E-2,1.373291016E-2
3.693750000E-2,1.345825195E-2
3.695833333E-2,1.416015625E-2
3.697916667E-2,1.428222656E-2
3.700000000E-2,1.538085938E-2
3.702083333E-2,1.461791992E-2
3.704166667E-2,1.571655273E-2
3.706250000E-2,1.574707031E-2
3.708333333E-2,1.782226562E-2
3.710416667E-2,1.950073242E-2
3.712500000E-2,2.056884766E-2
3.714583333E-2,2.267456055E-2
3.716666667E-2,2.227783203E-2
3.718750000E-2,2.163696289E-2
3.720833333E-2,2.316284180E-2
3.722916667E-2,2.270507812E-2
3.725000000E-2,2.386474609E-2
3.727083333E-2,2.490234375E-2
3.729166667E-2,2.386474609E-2
3.731250000E-2,2.343750000E-2
3.733333333E-2,2.493286133E-2
3.735416667E-2,2.520751953E-2
3.737500000E-2,2.734375000E-2
3.739583333E-2,3.012084961E-2
3.741666667E-2,3.164672852E-2
3.743750000E-2,3.518676758E-2
3.745833333E-2,3.536987305E-2
3.747916667E-2,3.918457031E-2
3.750000000E-2,3.805541992E-2
3.752083333E-2,4.104614258E-2
3.754166667E-2,4.132080078E-2
3.756250000E-2,4.055786133E-2
3.758333333E-2,4.153442383E-2
3.760416667E-2,4.125976562E-2
3.762500000E-2,4.162597656E-2
3.764583333E-2,4.055786133E-2
3.766666667E-2,4.107666016E-2
3.768750000E-2,3.860473633E-2
3.770833333E-2,3.903198242E-2
3.772916667E-2,3.805541992E-2
3.775000000E-2,3.668212891E-2
3.777083333E-2,3.723144531E-2
3.779166667E-2,3.457641602E-2
3.781250000E-2,3.585815430E-2
3.783333333E-2,3.228759766E-2
3.785416667E-2,3.219604492E-2
3.787500000E-2,3.088378906E-2
3.789583333E-2,2.838134766E-2
3.791666667E-2,2.841186523E-2
3.793750000E-2,2.551269531E-2
3.795833333E-2,2.593994141E-2
3.797916667E-2,2.371215820E-2
3.800000000E-2,2.563476562E-2
3.802083333E-2,2.465820312E-2
3.804166667E-2,2.621459961E-2
3.806250000E-2,2.783203125E-2
3.808333333E-2,2.593994141E-2
3.810416667E-2,2.896118164E-2
3.812500000E-2,2.630615234E-2
3.814583333E-2,2.731323242E-2
3.816666667E-2,2.636718750E-2
3.818750000E-2,2.899169922E-2
3.820833333E-2,2.963256836E-2
3.822916667E-2,3.198242188E-2
3.825000000E-2,3.524780273E-2
3.827083333E-2,3.698730469E-2
3.829166667E-2,3.839111328E-2
3.831250000E-2,3.747558594E-2
3.833333333E-2,3.912353516E-2
3.835416667E-2,3.607177734E-2
3.837500000E-2,3.890991211E-2
3.839583333E-2,3.671264648E-2
3.841666667E-2,3.845214844E-2
3.843750000E-2,3.726196289E-2
3.845833333E-2,3.778076172E-2
3.847916667E-2,3.619384766E-2
3.850000000E-2,3.497314453E-2
3.852083333E-2,3.356933594E-2
3.854166667E-2,3.262329102E-2
3.856250000E-2,3.167724609E-2
3.858333333E-2,2.896118164E-2
3.860416667E-2,3.054809570E-2
3.862500000E-2,2.987670898E-2
3.864583333E-2,3.048706055E-2
3.866666667E-2,2.935791016E-2
3.868750000E-2,2.810668945E-2
3.870833333E-2,2.584838867E-2
3.872916667E-2,2.456665039E-2
3.875000000E-2,2.398681641E-2
3.877083333E-2,2.273559570E-2
3.879166667E-2,2.175903320E-2
3.881250000E-2,1.968383789E-2
3.883333333E-2,1.739501953E-2
3.885416667E-2,1.550292969E-2
3.887500000E-2,1.312255859E-2
3.889583333E-2,1.275634766E-2
3.891666667E-2,1.226806641E-2
3.893750000E-2,1.269531250E-2
3.895833333E-2,1.388549805E-2
3.897916667E-2,1.385498047E-2
3.900000000E-2,1.510620117E-2
3.902083333E-2,1.504516602E-2
3.904166667E-2,1.599121094E-2
3.906250000E-2,1.477050781E-2
3.908333333E-2,1.571655273E-2
3.910416667E-2,1.409912109E-2
3.912500000E-2,1.345825195E-2
3.914583333E-2,1.403808594E-2
3.916666667E-2,1.513671875E-2
3.918750000E-2,1.635742188E-2
3.920833333E-2,1.504516602E-2
3.922916667E-2,1.516723633E-2
3.925000000E-2,1.092529297E-2
3.927083333E-2,8.575439453E-3
3.929166667E-2,6.225585938E-3
3.931250000E-2,2.838134766E-3
3.933333333E-2,2.502441406E-3
3.935416667E-2,1.037597656E-3
3.937500000E-2,1.068115234E-3
3.939583333E-2,1.831054688E-3
3.941666667E-2,7.629394531E-4
3.943750000E-2,3.295898438E-3
3.945833333E-2,3.631591797E-3
3.947916667E-2,4.730224609E-3
3.950000000E-2,4.364013672E-3
3.952083333E-2,6.072998047E-3
3.954166667E-2,6.530761719E-3
3.956250000E-2,5.706787109E-3
3.958333333E-2,5.981445312E-3
3.960416667E-2,3.814697266E-3
3.962500000E-2,3.082275391E-3
3.964583333E-2,7.934570312E-4
3.966666667E-2,-7.324218750E-4
3.968750000E-2,-2.044677734E-3
3.970833333E-2,-1.739501953E-3
3.972916667E-2,-6.103515625E-4
3.975000000E-2,-1.190185547E-3
3.977083333E-2,4.028320312E-3
3.979166667E-2,3.967285156E-3
3.981250000E-2,9.338378906E-3
3.983333333E-2,1.092529297E-2
3.985416667E-2,1.239013672E-2
3.987500000E-2,1.321411133E-2
3.989583333E-2,1.190185547E-2
3.991666667E-2,1.077270508E-2
3.993750000E-2,6.774902344E-3
3.995833333E-2,6.774902344E-3
3.997916667E-2,4.028320312E-3
4.000000000E-2,4.486083984E-3
4.002083333E-2,4.089355469E-3
4.004166667E-2,5.065917969E-3
4.006250000E-2,5.340576172E-3
4.008333333E-2,5.462646484E-3
4.010416667E-2,6.652832031E-3
4.012500000E-2,5.737304688E-3
4.014583333E-2,6.408691406E-3
4.016666667E-2,7.751464844E-3
4.018750000E-2,8.056640625E-3
4.020833333E-2,8.209228516E-3
4.022916667E-2,7.781982422E-3
4.025000000E-2,6.774902344E-3
4.027083333E-2,4.089355469E-3
4.029166667E-2,2.990722656E-3
4.031250000E-2,-6.408691406E-4
4.033333333E-2,-1.342773438E-3
4.035416667E-2,-7.019042969E-4
4.037500000E-2,5.798339844E-4
4.039583333E-2,2.777099609E-3
4.041666667E-2,3.479003906E-3
4.043750000E-2,6.408691406E-3
4.045833333E-2,6.683349609E-3
4.047916667E-2,9.155273438E-3
4.050000000E-2,9.429931641E-3
4.052083333E-2,9.613037109E-3
4.054166667E-2,8.392333984E-3
4.056250000E-2,7.995605469E-3
4.058333333E-2,6.622314453E-3
4.060416667E-2,6.011962891E-3
4.062500000E-2,7.141113281E-3
4.064583333E-2,8.239746094E-3
4.066666667E-2,9.338378906E-3
4.068750000E-2,1.235961914E-2
4.070833333E-2,1.437377930E-2
4.072916667E-2,1.559448242E-2
4.075000000E-2,1.638793945E-2
4.077083333E-2,1.708984375E-2
4.079166667E-2,1.562500000E-2
4.081250000E-2,1.535034180E-2
4.083333333E-2,1.309204102E-2
4.085416667E-2,1.181030273E-2
4.087500000E-2,9.490966797E-3
4.089583333E-2,8.758544922E-3
4.091666667E-2,7.934570312E-3
4.093750000E-2,9.277343750E-3
4.095833333E-2,1.199340820E-2
4.097916667E-2,1.351928711E-2
4.100000000E-2,1.589965820E-2
4.102083333E-2,1.693725586E-2
4.104166667E-2,1.733398438E-2
4.106250000E-2,1.947021484E-2
4.108333333E-2,1.989746094E-2
4.110416667E-2,2.093505859E-2
4.112500000E-2,2.273559570E-2
4.114583333E-2,2.209472656E-2
4.116666667E-2,2.273559570E-2
4.118750000E-2,2.166748047E-2
4.120833333E-2,2.117919922E-2
4.122916667E-2,2.102661133E-2
4.125000000E-2,2.102661133E-2
4.127083333E-2,1.998901367E-2
4.129166667E-2,2.047729492E-2
4.131250000E-2,2.066040039E-2
4.133333333E-2,2.200317383E-2
4.135416667E-2,2.465820312E-2
4.137500000E-2,2.752685547E-2
4.139583333E-2,3.054809570E-2
4.141666667E-2,3.506469727E-2
4.143750000E-2,3.802490234E-2
4.145833333E-2,4.080200195E-2
4.147916667E-2,4.312133789E-2
4.150000000E-2,4.513549805E-2
4.152083333E-2,4.537963867E-2
4.154166667E-2,4.528808594E-2
4.156250000E-2,4.394531250E-2
4.158333333E-2,4.187011719E-2
4.160416667E-2,4.156494141E-2
4.162500000E-2,3.906250000E-2
4.164583333E-2,4.046630859E-2
4.166666667E-2,3.799438477E-2
4.168750000E-2,3.887939453E-2
4.170833333E-2,3.903198242E-2
4.172916667E-2,4.040527344E-2
4.175000000E-2,4.080200195E-2
4.177083333E-2,4.284667969E-2
4.179166667E-2,4.489135742E-2
4.181250000E-2,4.660034180E-2
4.183333333E-2,4.864501953E-2
4.185416667E-2,5.014038086E-2
4.187500000E-2,5.245971680E-2
4.189583333E-2,5.319213867E-2
4.191666667E-2,5.352783203E-2
4.193750000E-2,5.117797852E-2
4.195833333E-2,5.120849609E-2
4.197916667E-2,4.968261719E-2
4.200000000E-2,4.727172852E-2
4.202083333E-2,4.495239258E-2
4.204166667E-2,4.135131836E-2
4.206250000E-2,4.003906250E-2
4.208333333E-2,3.894042969E-2
4.210416667E-2,3.900146484E-2
4.212500000E-2,3.701782227E-2
4.214583333E-2,3.839111328E-2
4.216666667E-2,3.781127930E-2
4.218750000E-2,3.823852539E-2
4.220833333E-2,3.964233398E-2
4.222916667E-2,3.921508789E-2
4.225000000E-2,4.077148438E-2
4.227083333E-2,3.820800781E-2
4.229166667E-2,3.927612305E-2
4.231250000E-2,3.314208984E-2
4.233333333E-2,3.335571289E-2
4.235416667E-2,2.862548828E-2
4.237500000E-2,2.655029297E-2
4.239583333E-2,2.432250977E-2
4.241666667E-2,1.956176758E-2
4.243750000E-2,1.751708984E-2
4.245833333E-2,1.339721680E-2
4.247916667E-2,1.269531250E-2
4.250000000E-2,7.659912109E-3
4.252083333E-2,7.293701172E-3
4.254166667E-2,4.272460938E-3
4.256250000E-2,2.838134766E-3
4.258333333E-2,2.593994141E-3
4.260416667E-2,8.239746094E-4
4.262500000E-2,2.166748047E-3
4.264583333E-2,7.629394531E-4
4.266666667E-2,NaN
0.000000000E0,-1.922607422E-3
2.083333333E-5,-4.913330078E-3
4.166666667E-5,-5.737304688E-3
6.250000000E-5,-6.378173828E-3
8.333333333E-5,-5.645751953E-3
1.041666667E-4,-4.333496094E-3
1.250000000E-4,-3.265380859E-3
1.458333333E-4,-2.227783203E-3
1.666666667E-4,-1.525878906E-3
1.875000000E-4,-1.678466797E-3
2.083333333E-4,-2.014160156E-3
2.291666667E-4,-1.708984375E-3
2.500000000E-4,-3.051757812E-3
2.708333333E-4,-2.349853516E-3
2.916666667E-4,-2.288818359E-3
3.125000000E-4,-4.882812500E-4
3.333333333E-4,1.098632812E-3
3.541666667E-4,3.326416016E-3
3.750000000E-4,4.791259766E-3
3.958333333E-4,5.889892578E-3
4.166666667E-4,6.713867188E-3
4.375000000E-4,6.500244141E-3
4.583333333E-4,6.988525391E-3
4.791666667E-4,6.835937500E-3
5.000000000E-4,7.995605469E-3
5.208333333E-4,9.033203125E-3
5.416666667E-4,1.055908203E-2
5.625000000E-4,1.205444336E-2
5.833333333E-4,1.269531250E-2
6.041666667E-4,1.461791992E-2
6.250000000E-4,1.516723633E-2
6.458333333E-4,1.696777344E-2
6.666666667E-4,1.904296875E-2
6.875000000E-4,2.133178711E-2
7.083333333E-4,2.337646484E-2
7.291666667E-4,2.474975586E-2
7.500000000E-4,2.563476562E-2
7.708333333E-4,2.444458008E-2
7.916666667E-4,2.349853516E-2
8.125000000E-4,1.980590820E-2
8.333333333E-4,1.773071289E-2
8.541666667E-4,1.370239258E-2
8.750000000E-4,1.043701172E-2
8.958333333E-4,7.537841797E-3
9.166666667E-4,5.065917969E-3
9.375000000E-4,3.845214844E-3
9.583333333E-4,4.150390625E-3
9.791666667E-4,5.218505859E-3
1.000000000E-3,7.141113281E-3
1.020833333E-3,9.246826172E-3
1.041666667E-3,9.582519531E-3
1.062500000E-3,9.185791016E-3
1.083333333E-3,5.889892578E-3
1.104166667E-3,1.861572266E-3
1.125000000E-3,-3.112792969E-3
1.145833333E-3,-9.155273438E-3
1.166666667E-3,-1.422119141E-2
1.187500000E-3,-2.035522461E-2
1.208333333E-3,-2.499389648E-2
1.229166667E-3,-3.076171875E-2
1.250000000E-3,-3.414916992E-2
1.270833333E-3,-3.771972656E-2
1.291666667E-3,-3.811645508E-2
1.312500000E-3,-3.848266602E-2
1.333333333E-3,-3.585815430E-2
1.354166667E-3,-3.228759766E-2
1.375000000E-3,-2.786254883E-2
1.395833333E-3,-2.319335938E-2
1.416666667E-3,-1.922607422E-2
1.437500000E-3,-1.541137695E-2
1.458333333E-3,-1.309204102E-2
1.479166667E-3,-1.135253906E-2
1.500000000E-3,-1.089477539E-2
1.520833333E-3,-1.119995117E-2
1.541666667E-3,-1.190185547E-2
1.562500000E-3,-1.251220703E-2
1.583333333E-3,-1.330566406E-2
1.604166667E-3,-1.254272461E-2
1.625000000E-3,-1.144409180E-2
1.645833333E-3,-9.948730469E-3
1.666666667E-3,-6.408691406E-3
1.687500000E-3,-2.624511719E-3
1.708333333E-3,1.617431641E-3
1.729166667E-3,7.324218750E-3
1.750000000E-3,1.272583008E-2
1.770833333E-3,1.879882812E-2
1.791666667E-3,2.532958984E-2
1.812500000E-3,3.070068359E-2
1.833333333E-3,3.518676758E-2
1.854166667E-3,3.833007812E-2
1.875000000E-3,3.887939453E-2
1.895833333E-3,3.826904297E-2
1.916666667E-3,3.591918945E-2
1.937500000E-3,3.277587891E-2
1.958333333E-3,2.890014648E-2
1.979166667E-3,2.593994141E-2
2.000000000E-3,2.294921875E-2
2.020833333E-3,2.194213867E-2
2.041666667E-3,2.218627930E-2
2.062500000E-3,2.465820312E-2
2.083333333E-3,2.917480469E-2
2.104166667E-3,3.479003906E-2
2.125000000E-3,4.046630859E-2
2.145833333E-3,4.486083984E-2
2.166666667E-3,4.678344727E-2
2.187500000E-3,4.638671875E-2
2.208333333E-3,4.306030273E-2
2.229166667E-3,3.839111328E-2
2.250000000E-3,3.244018555E-2
2.270833333E-3,2.615356445E-2
2.291666667E-3,2.050781250E-2
2.312500000E-3,1.388549805E-2
2.333333333E-3,1.022338867E-2
2.354166667E-3,6.683349609E-3
2.375000000E-3,5.859375000E-3
2.395833333E-3,6.988525391E-3
2.416666667E-3,1.043701172E-2
2.437500000E-3,1.477050781E-2
2.458333333E-3,1.879882812E-2
2.479166667E-3,2.337646484E-2
2.500000000E-3,2.389526367E-2
2.520833333E-3,2.490234375E-2
2.541666667E-3,2.072143555E-2
2.562500000E-3,1.660156250E-2
2.583333333E-3,9.185791016E-3
2.604166667E-3,1.312255859E-3
2.625000000E-3,-6.408691406E-3
2.645833333E-3,-1.290893555E-2
2.666666667E-3,-1.705932617E-2
2.687500000E-3,-1.895141602E-2
2.708333333E-3,-1.733398438E-2
2.729166667E-3,-1.525878906E-2
2.750000000E-3,-1.022338867E-2
2.770833333E-3,-7.110595703E-3
2.791666667E-3,-4.180908203E-3
2.812500000E-3,-1.953125000E-3
2.833333333E-3,-2.380371094E-3
2.854166667E-3,-3.112792969E-3
2.875000000E-3,-5.584716797E-3
2.895833333E-3,-9.033203125E-3
2.916666667E-3,-1.382446289E-2
2.937500000E-3,-1.760864258E-2
2.958333333E-3,-2.197265625E-2
2.979166667E-3,-2.536010742E-2
3.000000000E-3,-2.709960938E-2
3.020833333E-3,-2.865600586E-2
3.041666667E-3,-2.832031250E-2
3.062500000E-3,-2.770996094E-2
3.083333333E-3,-2.572631836E-2
3.104166667E-3,-2.450561523E-2
3.125000000E-3,-2.227783203E-2
3.145833333E-3,-2.017211914E-2
3.166666667E-3,-1.840209961E-2
3.187500000E-3,-1.541137695E-2
3.208333333E-3,-1.388549805E-2
3.229166667E-3,-1.187133789E-2
3.250000000E-3,-1.092529297E-2
3.270833333E-3,-1.010131836E-2
3.291666667E-3,-1.077270508E-2
3.312500000E-3,-1.071166992E-2
3.333333333E-3,-1.123046875E-2
3.354166667E-3,-9.368896484E-3
3.375000000E-3,-6.408691406E-3
3.395833333E-3,-1.708984375E-3
3.416666667E-3,5.584716797E-3
3.437500000E-3,1.364135742E-2
3.458333333E-3,2.127075195E-2
3.479166667E-3,2.868652344E-2
3.500000000E-3,3.399658203E-2
3.520833333E-3,3.674316406E-2
3.541666667E-3,3.732299805E-2
3.562500000E-3,3.503417969E-2
3.583333333E-3,3.207397461E-2
3.604166667E-3,2.770996094E-2
3.625000000E-3,2.447509766E-2
3.645833333E-3,2.050781250E-2
3.666666667E-3,1.812744141E-2
3.687500000E-3,1.638793945E-2
3.708333333E-3,1.660156250E-2
3.729166667E-3,1.657104492E-2
3.750000000E-3,1.766967773E-2
3.770833333E-3,1.901245117E-2
3.791666667E-3,1.922607422E-2
3.812500000E-3,1.953125000E-2
3.833333333E-3,1.843261719E-2
3.854166667E-3,1.657104492E-2
3.875000000E-3,1.412963867E-2
3.895833333E-3,1.196289062E-2
3.916666667E-3,8.666992188E-3
3.937500000E-3,5.218505859E-3
3.958333333E-3,2.197265625E-3
3.979166667E-3,-9.460449219E-4
4.000000000E-3,-1.861572266E-3
4.020833333E-3,-2.166748047E-3
4.041666667E-3,-1.220703125E-4
4.062500000E-3,1.190185547E-3
4.083333333E-3,3.723144531E-3
4.104166667E-3,5.340576172E-3
4.125000000E-3,6.286621094E-3
4.145833333E-3,5.859375000E-3
4.166666667E-3,6.134033203E-3
4.187500000E-3,4.486083984E-3
